ID,PIN,Signal,Signal.1,Probe,INICIAL,TYPE,PORCENT,Barrel
P101:,    Pin:37, Signal:GND, Orig_Signal:GND, Probed,P,CON,0,0
P101:,    Pin:38, Signal:P12V, Orig_Signal:+12V, Probed,P,CON,0,0
P101:,    Pin:39, Signal:GND, Orig_Signal:GND, Probed,P,CON,0,0
P101:,    Pin:40, Signal:P12V, Orig_Signal:+12V, Probed,P,CON,0,0
P101:,    Pin:26, Signal:NetP101_26, Orig_Signal:NetP101_26, Probed,P,CON,0,0
P101:,    Pin:7, Signal:L1_CS, Orig_Signal:L1_CS, Probed,P,CON,0,0
P101:,    Pin:9, Signal:NetP101_9, Orig_Signal:NetP101_9, Probed,P,CON,0,0
P101:,    Pin:5, Signal:NetP101_5, Orig_Signal:NetP101_5, Probed,P,CON,0,0
P101:,    Pin:1, Signal:VOLT_MEAS, Orig_Signal:VOLT_MEAS, Probed,P,CON,0,0
P101:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,P,CON,0,0
P101:,    Pin:6, Signal:GND, Orig_Signal:GND, Probed,P,CON,0,0
P101:,    Pin:4, Signal:GND, Orig_Signal:GND, Probed,P,CON,0,0
P101:,    Pin:3, Signal:ID1, Orig_Signal:ID1, Probed,P,CON,0,0
P201:,    Pin:6, Signal:UNCONNECTED_30, Orig_Signal:UNCONNECTED_30, NotProbed,P,CON,0,0
P201:,    Pin:5, Signal:GND, Orig_Signal:GND, Probed,P,CON,0,0
P201:,    Pin:4, Signal:UNCONNECTED_29, Orig_Signal:UNCONNECTED_29, NotProbed,P,CON,0,0
P201:,    Pin:3, Signal:L2_N_1, Orig_Signal:L2/N-1, Probed,P,CON,0,0
P201:,    Pin:2, Signal:UNCONNECTED_28, Orig_Signal:UNCONNECTED_28, NotProbed,P,CON,0,0
P201:,    Pin:1, Signal:L1_1, Orig_Signal:L1-1, Probed,P,CON,0,0
P202:,    Pin:1, Signal:L1_4, Orig_Signal:L1-4, NotProbed,P,CON,0,0
P202:,    Pin:2, Signal:UNCONNECTED_25, Orig_Signal:UNCONNECTED_25, NotProbed,P,CON,0,0
P202:,    Pin:3, Signal:L2_N_3, Orig_Signal:L2/N-3, NotProbed,P,CON,0,0
P202:,    Pin:6, Signal:UNCONNECTED_27, Orig_Signal:UNCONNECTED_27, NotProbed,P,CON,0,0
P202:,    Pin:5, Signal:GND, Orig_Signal:GND, Probed,P,CON,0,0
P202:,    Pin:4, Signal:UNCONNECTED_26, Orig_Signal:UNCONNECTED_26, NotProbed,P,CON,0,0
P204:,    Pin:2, Signal:PROX_SNS, Orig_Signal:PROX_SNS, Probed,P,CON,0,0
P204:,    Pin:1, Signal:CP, Orig_Signal:CP, Probed,P,CON,0,0
P205:,    Pin:4, Signal:UNCONNECTED_22, Orig_Signal:UNCONNECTED_22, NotProbed,P,CON,0,0
P205:,    Pin:1, Signal:NetF201_1, Orig_Signal:NetF201_1, NotProbed,P,CON,0,0
P205:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,P,CON,0,0
P205:,    Pin:2, Signal:UNCONNECTED_21, Orig_Signal:UNCONNECTED_21, NotProbed,P,CON,0,0
P205:,    Pin:6, Signal:UNCONNECTED_23, Orig_Signal:UNCONNECTED_23, NotProbed,P,CON,0,0
P205:,    Pin:7, Signal:RS485A, Orig_Signal:RS485A, Probed,P,CON,0,0
P205:,    Pin:8, Signal:UNCONNECTED_24, Orig_Signal:UNCONNECTED_24, NotProbed,P,CON,0,0
P205:,    Pin:5, Signal:RS485B, Orig_Signal:RS485B, Probed,P,CON,0,0
P206:,    Pin:1, Signal:CANL, Orig_Signal:CANL, Probed,P,CON,0,0
P206:,    Pin:2, Signal:UNCONNECTED_17, Orig_Signal:UNCONNECTED_17, NotProbed,P,CON,0,0
P206:,    Pin:3, Signal:CANL, Orig_Signal:CANL, Probed,P,CON,0,0
P206:,    Pin:5, Signal:CANH, Orig_Signal:CANH, Probed,P,CON,0,0
P206:,    Pin:6, Signal:UNCONNECTED_19, Orig_Signal:UNCONNECTED_19, NotProbed,P,CON,0,0
P206:,    Pin:4, Signal:UNCONNECTED_18, Orig_Signal:UNCONNECTED_18, NotProbed,P,CON,0,0
P206:,    Pin:8, Signal:UNCONNECTED_20, Orig_Signal:UNCONNECTED_20, NotProbed,P,CON,0,0
P206:,    Pin:7, Signal:CANH, Orig_Signal:CANH, Probed,P,CON,0,0
Q301:,    Pin:1, Signal:NetLD301_CAT, Orig_Signal:NetLD301_CAT, Probed,Q,TRT,0,0
Q301:,    Pin:2, Signal:NetQ301_G, Orig_Signal:NetQ301_G, NotProbed,Q,TRT,0,0
Q301:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,0,0
Q302:,    Pin:2, Signal:NetQ302_G, Orig_Signal:NetQ302_G, NotProbed,Q,TRT,0,0
Q302:,    Pin:1, Signal:NetLD302_CAT, Orig_Signal:NetLD302_CAT, Probed,Q,TRT,0,0
Q302:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,0,0
Q401:,    Pin:4, Signal:P12V, Orig_Signal:+12V, Probed,Q,TRT,0,0
Q401:,    Pin:3, Signal:NetQ401_G, Orig_Signal:NetQ401_G, Probed,Q,TRT,0,0
Q401:,    Pin:2, Signal:NetC403_2, Orig_Signal:NetC403_2, NotProbed,Q,TRT,0,0
Q401:,    Pin:1, Signal:UNCONNECTED_36, Orig_Signal:UNCONNECTED_36, NotProbed,Q,TRT,0,0
Q402:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,0,0
Q402:,    Pin:1, Signal:NetQ402_D, Orig_Signal:NetQ402_D, Probed,Q,TRT,0,0
Q402:,    Pin:2, Signal:NetQ402_G, Orig_Signal:NetQ402_G, Probed,Q,TRT,0,0
Q403:,    Pin:1, Signal:UNCONNECTED_74, Orig_Signal:UNCONNECTED_74, NotProbed,Q,TRT,0,0
Q403:,    Pin:3, Signal:NetQ403_G, Orig_Signal:NetQ403_G, Probed,Q,TRT,0,0
Q403:,    Pin:4, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,0,0
Q403:,    Pin:2, Signal:NetC403_1, Orig_Signal:NetC403_1, NotProbed,Q,TRT,0,0
Q501:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,0,0
Q501:,    Pin:1, Signal:NetQ501_D, Orig_Signal:NetQ501_D, Probed,Q,TRT,0,0
Q501:,    Pin:2, Signal:NetC506_2, Orig_Signal:NetC506_2, NotProbed,Q,TRT,0,0
Q502:,    Pin:2, Signal:NetC506_2, Orig_Signal:NetC506_2, NotProbed,Q,TRT,0,0
Q502:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,0,0
Q502:,    Pin:1, Signal:NetQ502_D, Orig_Signal:NetQ502_D, Probed,Q,TRT,0,0
Q503:,    Pin:1, Signal:NetQ503_D, Orig_Signal:NetQ503_D, Probed,Q,TRT,0,0
Q503:,    Pin:2, Signal:NetQ503_G, Orig_Signal:NetQ503_G, Probed,Q,TRT,0,0
Q503:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,0,0
Q504:,    Pin:1, Signal:NetQ504_D, Orig_Signal:NetQ504_D, Probed,Q,TRT,0,0
Q504:,    Pin:2, Signal:NetQ504_G, Orig_Signal:NetQ504_G, Probed,Q,TRT,0,0
Q504:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,Q,TRT,0,0
R101:,    Pin:1, Signal:NetP101_35, Orig_Signal:NetP101_35, Probed,R,RES,0,0
R101:,    Pin:2, Signal:5V, Orig_Signal:5V, Probed,R,RES,0,0
R102:,    Pin:1, Signal:NetP101_5, Orig_Signal:NetP101_5, Probed,R,RES,0,0
R102:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R103:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R103:,    Pin:1, Signal:NetP101_9, Orig_Signal:NetP101_9, Probed,R,RES,0,0
R104:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R104:,    Pin:1, Signal:NetP101_10, Orig_Signal:NetP101_10, Probed,R,RES,0,0
R105:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R105:,    Pin:1, Signal:NetP101_11, Orig_Signal:NetP101_11, Probed,R,RES,0,0
R106:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R106:,    Pin:1, Signal:NetP101_12, Orig_Signal:NetP101_12, Probed,R,RES,0,0
R107:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R107:,    Pin:1, Signal:NetP101_14, Orig_Signal:NetP101_14, Probed,R,RES,0,0
R108:,    Pin:1, Signal:NetP101_18, Orig_Signal:NetP101_18, Probed,R,RES,0,0
R108:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R109:,    Pin:1, Signal:NetP101_21, Orig_Signal:NetP101_21, Probed,R,RES,0,0
R109:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R110:,    Pin:1, Signal:NetP101_22, Orig_Signal:NetP101_22, Probed,R,RES,0,0
R110:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R111:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R111:,    Pin:1, Signal:NetP101_23, Orig_Signal:NetP101_23, Probed,R,RES,0,0
R112:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R112:,    Pin:1, Signal:NetP101_25, Orig_Signal:NetP101_25, Probed,R,RES,0,0
R113:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R113:,    Pin:1, Signal:NetP101_26, Orig_Signal:NetP101_26, Probed,R,RES,0,0
R114:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R114:,    Pin:1, Signal:NetP101_28, Orig_Signal:NetP101_28, Probed,R,RES,0,0
R201:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R201:,    Pin:1, Signal:NetR201_1, Orig_Signal:NetR201_1, Probed,R,RES,0,0
R202:,    Pin:2, Signal:NetR201_1, Orig_Signal:NetR201_1, Probed,R,RES,0,0
R202:,    Pin:1, Signal:NetR202_1, Orig_Signal:NetR202_1, Probed,R,RES,0,0
R203:,    Pin:2, Signal:NetR203_2, Orig_Signal:NetR203_2, Probed,R,RES,0,0
R203:,    Pin:1, Signal:NetR203_1, Orig_Signal:NetR203_1, Probed,R,RES,0,0
R204:,    Pin:2, Signal:5V, Orig_Signal:5V, Probed,R,RES,0,0
R204:,    Pin:1, Signal:NetD204_3, Orig_Signal:NetD204_3, NotProbed,R,RES,0,0
R205:,    Pin:2, Signal:PROX_SNS, Orig_Signal:PROX_SNS, Probed,R,RES,0,0
R205:,    Pin:1, Signal:NetD203_CAT, Orig_Signal:NetD203_CAT, NotProbed,R,RES,0,0
R206:,    Pin:2, Signal:NetD204_3, Orig_Signal:NetD204_3, NotProbed,R,RES,0,0
R206:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R207:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R207:,    Pin:2, Signal:NetD204_3, Orig_Signal:NetD204_3, NotProbed,R,RES,0,0
R208:,    Pin:1, Signal:NetR201_1, Orig_Signal:NetR201_1, Probed,R,RES,0,0
R208:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R301:,    Pin:2, Signal:NetC301_1, Orig_Signal:NetC301_1, NotProbed,R,RES,0,0
R301:,    Pin:1, Signal:5V, Orig_Signal:5V, Probed,R,RES,0,0
R302:,    Pin:1, Signal:NetC303_2, Orig_Signal:NetC303_2, NotProbed,R,RES,0,0
R302:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R303:,    Pin:2, Signal:SWDIO, Orig_Signal:SWDIO, NotProbed,R,RES,0,0
R303:,    Pin:1, Signal:NetJ301_2, Orig_Signal:NetJ301_2, Probed,R,RES,0,0
R304:,    Pin:2, Signal:NetJ301_3, Orig_Signal:NetJ301_3, Probed,R,RES,0,0
R304:,    Pin:1, Signal:NRST, Orig_Signal:NRST, Probed,R,RES,0,0
R305:,    Pin:1, Signal:NetJ301_4, Orig_Signal:NetJ301_4, Probed,R,RES,0,0
R305:,    Pin:2, Signal:SWCLK, Orig_Signal:SWCLK, NotProbed,R,RES,0,0
R306:,    Pin:2, Signal:NRST, Orig_Signal:NRST, Probed,R,RES,0,0
R306:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R307:,    Pin:1, Signal:NetC307_1, Orig_Signal:NetC307_1, NotProbed,R,RES,0,0
R307:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R308:,    Pin:2, Signal:NetJ302_5, Orig_Signal:NetJ302_5, Probed,R,RES,0,0
R308:,    Pin:1, Signal:DEBUG_TX, Orig_Signal:DEBUG_TX, Probed,R,RES,0,0
R309:,    Pin:2, Signal:NetJ302_4, Orig_Signal:NetJ302_4, Probed,R,RES,0,0
R309:,    Pin:1, Signal:DEBUG_RX, Orig_Signal:DEBUG_RX, Probed,R,RES,0,0
R310:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R310:,    Pin:2, Signal:NetLD301_AN, Orig_Signal:NetLD301_AN, Probed,R,RES,0,0
R311:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R311:,    Pin:2, Signal:NetLD302_AN, Orig_Signal:NetLD302_AN, Probed,R,RES,0,0
R312:,    Pin:1, Signal:NetQ302_G, Orig_Signal:NetQ302_G, NotProbed,R,RES,0,0
R312:,    Pin:2, Signal:LED1, Orig_Signal:LED1, NotProbed,R,RES,0,0
R313:,    Pin:1, Signal:NetQ301_G, Orig_Signal:NetQ301_G, NotProbed,R,RES,0,0
R313:,    Pin:2, Signal:LED2, Orig_Signal:LED2, NotProbed,R,RES,0,0
R314:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R314:,    Pin:2, Signal:NetQ301_G, Orig_Signal:NetQ301_G, NotProbed,R,RES,0,0
R315:,    Pin:2, Signal:NetQ302_G, Orig_Signal:NetQ302_G, NotProbed,R,RES,0,0
R315:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R316:,    Pin:1, Signal:NetR316_1, Orig_Signal:NetR316_1, Probed,R,RES,0,0
R316:,    Pin:2, Signal:HALO_BYPASS, Orig_Signal:HALO_BYPASS, Probed,R,RES,0,0
R317:,    Pin:2, Signal:NetR317_2, Orig_Signal:NetR317_2, Probed,R,RES,0,0
R317:,    Pin:1, Signal:STM_TX_TMS_RX, Orig_Signal:STM_TX-TMS_RX, Probed,R,RES,0,0
R318:,    Pin:2, Signal:NetR318_2, Orig_Signal:NetR318_2, Probed,R,RES,0,0
R318:,    Pin:1, Signal:STM_RX_TMS_TX, Orig_Signal:STM_RX-TMS_TX, Probed,R,RES,0,0
R319:,    Pin:2, Signal:NetC310_1, Orig_Signal:NetC310_1, NotProbed,R,RES,0,0
R319:,    Pin:1, Signal:NetC311_1, Orig_Signal:NetC311_1, NotProbed,R,RES,0,0
R320:,    Pin:1, Signal:WDI, Orig_Signal:WDI, NotProbed,R,RES,0,0
R320:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R321:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R321:,    Pin:2, Signal:DEBUG_TX, Orig_Signal:DEBUG_TX, Probed,R,RES,0,0
R322:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R322:,    Pin:2, Signal:DEBUG_RX, Orig_Signal:DEBUG_RX, Probed,R,RES,0,0
R323:,    Pin:1, Signal:SWDIO, Orig_Signal:SWDIO, NotProbed,R,RES,0,0
R323:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R324:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R324:,    Pin:1, Signal:SWCLK, Orig_Signal:SWCLK, NotProbed,R,RES,0,0
R325:,    Pin:1, Signal:NetC311_1, Orig_Signal:NetC311_1, NotProbed,R,RES,0,0
R325:,    Pin:2, Signal:NetR325_2, Orig_Signal:NetR325_2, NotProbed,R,RES,0,0
R401:,    Pin:2, Signal:P12V, Orig_Signal:+12V, Probed,R,RES,0,0
R401:,    Pin:1, Signal:NetQ402_D, Orig_Signal:NetQ402_D, Probed,R,RES,0,0
R402:,    Pin:1, Signal:NetQ401_G, Orig_Signal:NetQ401_G, Probed,R,RES,0,0
R402:,    Pin:2, Signal:NetQ402_D, Orig_Signal:NetQ402_D, Probed,R,RES,0,0
R403:,    Pin:1, Signal:NetQ402_G, Orig_Signal:NetQ402_G, Probed,R,RES,0,0
R403:,    Pin:2, Signal:RELAY_CTRL_2, Orig_Signal:RELAY_CTRL_2, NotProbed,R,RES,0,0
R404:,    Pin:2, Signal:NetQ402_G, Orig_Signal:NetQ402_G, Probed,R,RES,0,0
R404:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R405:,    Pin:1, Signal:P12V, Orig_Signal:+12V, Probed,R,RES,0,0
R405:,    Pin:2, Signal:NetC401_1, Orig_Signal:NetC401_1, NotProbed,R,RES,0,0
R415:,    Pin:2, Signal:RELAY_CTRL_1, Orig_Signal:RELAY_CTRL_1, Probed,R,RES,0,0
R415:,    Pin:1, Signal:NetQ403_G, Orig_Signal:NetQ403_G, Probed,R,RES,0,0
R416:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R416:,    Pin:1, Signal:NetQ403_G, Orig_Signal:NetQ403_G, Probed,R,RES,0,0
R501:,    Pin:2, Signal:NetFB501_2, Orig_Signal:NetFB501_2, Probed,R,RES,0,0
R501:,    Pin:1, Signal:NetC501_2, Orig_Signal:NetC501_2, NotProbed,R,RES,0,0
R502:,    Pin:2, Signal:NetR502_2, Orig_Signal:NetR502_2, Probed,R,RES,0,0
R502:,    Pin:1, Signal:NetR502_1, Orig_Signal:NetR502_1, Probed,R,RES,0,0
R503:,    Pin:1, Signal:NetR503_1, Orig_Signal:NetR503_1, Probed,R,RES,0,0
R503:,    Pin:2, Signal:NetR502_1, Orig_Signal:NetR502_1, Probed,R,RES,0,0
R504:,    Pin:2, Signal:NetR503_1, Orig_Signal:NetR503_1, Probed,R,RES,0,0
R504:,    Pin:1, Signal:NetR504_1, Orig_Signal:NetR504_1, Probed,R,RES,0,0
R505:,    Pin:1, Signal:L1_1, Orig_Signal:L1-1, Probed,R,RES,0,0
R505:,    Pin:2, Signal:NetR505_2, Orig_Signal:NetR505_2, NotProbed,R,RES,0,0
R506:,    Pin:1, Signal:NetR505_2, Orig_Signal:NetR505_2, NotProbed,R,RES,0,0
R506:,    Pin:2, Signal:NetR506_2, Orig_Signal:NetR506_2, NotProbed,R,RES,0,0
R507:,    Pin:1, Signal:NetR506_2, Orig_Signal:NetR506_2, NotProbed,R,RES,0,0
R507:,    Pin:2, Signal:NetC502_2, Orig_Signal:NetC502_2, NotProbed,R,RES,0,0
R508:,    Pin:1, Signal:NetFB501_1, Orig_Signal:NetFB501_1, Probed,R,RES,0,0
R508:,    Pin:2, Signal:NetC502_1, Orig_Signal:NetC502_1, NotProbed,R,RES,0,0
R509:,    Pin:1, Signal:NetC503_2, Orig_Signal:NetC503_2, NotProbed,R,RES,0,0
R509:,    Pin:2, Signal:NetC502_2, Orig_Signal:NetC502_2, NotProbed,R,RES,0,0
R510:,    Pin:2, Signal:NetR510_2, Orig_Signal:NetR510_2, NotProbed,R,RES,0,0
R510:,    Pin:1, Signal:L2_N_1, Orig_Signal:L2/N-1, Probed,R,RES,0,0
R511:,    Pin:1, Signal:NetR510_2, Orig_Signal:NetR510_2, NotProbed,R,RES,0,0
R511:,    Pin:2, Signal:NetR511_2, Orig_Signal:NetR511_2, NotProbed,R,RES,0,0
R512:,    Pin:1, Signal:NetR511_2, Orig_Signal:NetR511_2, NotProbed,R,RES,0,0
R512:,    Pin:2, Signal:NetC503_2, Orig_Signal:NetC503_2, NotProbed,R,RES,0,0
R513:,    Pin:1, Signal:NetFB502_1, Orig_Signal:NetFB502_1, Probed,R,RES,0,0
R513:,    Pin:2, Signal:NetC503_1, Orig_Signal:NetC503_1, NotProbed,R,RES,0,0
R514:,    Pin:1, Signal:NetC504_2, Orig_Signal:NetC504_2, NotProbed,R,RES,0,0
R514:,    Pin:2, Signal:NetFB502_2, Orig_Signal:NetFB502_2, Probed,R,RES,0,0
R515:,    Pin:2, Signal:NetFB502_1, Orig_Signal:NetFB502_1, Probed,R,RES,0,0
R515:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R516:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R516:,    Pin:2, Signal:NetFB501_1, Orig_Signal:NetFB501_1, Probed,R,RES,0,0
R517:,    Pin:2, Signal:NetR517_2, Orig_Signal:NetR517_2, NotProbed,R,RES,0,0
R517:,    Pin:1, Signal:NetR517_1, Orig_Signal:NetR517_1, NotProbed,R,RES,0,0
R518:,    Pin:2, Signal:NetR518_2, Orig_Signal:NetR518_2, NotProbed,R,RES,0,0
R518:,    Pin:1, Signal:VOLT_MEAS, Orig_Signal:VOLT_MEAS, Probed,R,RES,0,0
R519:,    Pin:2, Signal:NetR517_1, Orig_Signal:NetR517_1, NotProbed,R,RES,0,0
R519:,    Pin:1, Signal:NetR518_2, Orig_Signal:NetR518_2, NotProbed,R,RES,0,0
R520:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R520:,    Pin:1, Signal:NetQ501_D, Orig_Signal:NetQ501_D, Probed,R,RES,0,0
R521:,    Pin:2, Signal:NetR521_2, Orig_Signal:NetR521_2, NotProbed,R,RES,0,0
R521:,    Pin:1, Signal:NetD504_K, Orig_Signal:NetD504_K, NotProbed,R,RES,0,0
R522:,    Pin:1, Signal:NetR521_2, Orig_Signal:NetR521_2, NotProbed,R,RES,0,0
R522:,    Pin:2, Signal:NetR522_2, Orig_Signal:NetR522_2, NotProbed,R,RES,0,0
R523:,    Pin:1, Signal:NetR522_2, Orig_Signal:NetR522_2, NotProbed,R,RES,0,0
R523:,    Pin:2, Signal:NetD507_K, Orig_Signal:NetD507_K, NotProbed,R,RES,0,0
R524:,    Pin:2, Signal:NetR524_2, Orig_Signal:NetR524_2, NotProbed,R,RES,0,0
R524:,    Pin:1, Signal:NetD506_K, Orig_Signal:NetD506_K, NotProbed,R,RES,0,0
R525:,    Pin:1, Signal:NetR524_2, Orig_Signal:NetR524_2, NotProbed,R,RES,0,0
R525:,    Pin:2, Signal:NetR525_2, Orig_Signal:NetR525_2, NotProbed,R,RES,0,0
R526:,    Pin:1, Signal:NetR525_2, Orig_Signal:NetR525_2, NotProbed,R,RES,0,0
R526:,    Pin:2, Signal:NetD507_K, Orig_Signal:NetD507_K, NotProbed,R,RES,0,0
R527:,    Pin:1, Signal:NetC506_2, Orig_Signal:NetC506_2, NotProbed,R,RES,0,0
R527:,    Pin:2, Signal:NetD507_K, Orig_Signal:NetD507_K, NotProbed,R,RES,0,0
R528:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R528:,    Pin:2, Signal:NetC506_2, Orig_Signal:NetC506_2, NotProbed,R,RES,0,0
R529:,    Pin:2, Signal:NetC506_2, Orig_Signal:NetC506_2, NotProbed,R,RES,0,0
R529:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R530:,    Pin:1, Signal:NetQ502_D, Orig_Signal:NetQ502_D, Probed,R,RES,0,0
R530:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R531:,    Pin:2, Signal:L1_CS, Orig_Signal:L1_CS, Probed,R,RES,0,0
R531:,    Pin:1, Signal:NetC518_1, Orig_Signal:NetC518_1, NotProbed,R,RES,0,0
R532:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R532:,    Pin:1, Signal:NetQ503_D, Orig_Signal:NetQ503_D, Probed,R,RES,0,0
R533:,    Pin:1, Signal:ID1, Orig_Signal:ID1, Probed,R,RES,0,0
R533:,    Pin:2, Signal:5V, Orig_Signal:5V, Probed,R,RES,0,0
R534:,    Pin:2, Signal:5V, Orig_Signal:5V, Probed,R,RES,0,0
R534:,    Pin:1, Signal:ID2, Orig_Signal:ID2, Probed,R,RES,0,0
R535:,    Pin:1, Signal:NetD508_K, Orig_Signal:NetD508_K, NotProbed,R,RES,0,0
R535:,    Pin:2, Signal:NetR535_2, Orig_Signal:NetR535_2, NotProbed,R,RES,0,0
R536:,    Pin:1, Signal:NetR535_2, Orig_Signal:NetR535_2, NotProbed,R,RES,0,0
R536:,    Pin:2, Signal:NetR536_2, Orig_Signal:NetR536_2, NotProbed,R,RES,0,0
R537:,    Pin:1, Signal:NetR536_2, Orig_Signal:NetR536_2, NotProbed,R,RES,0,0
R537:,    Pin:2, Signal:NetD511_K, Orig_Signal:NetD511_K, Probed,R,RES,0,0
R538:,    Pin:2, Signal:NetQ503_G, Orig_Signal:NetQ503_G, Probed,R,RES,0,0
R538:,    Pin:1, Signal:NetC511_2, Orig_Signal:NetC511_2, NotProbed,R,RES,0,0
R539:,    Pin:1, Signal:NetD511_K, Orig_Signal:NetD511_K, Probed,R,RES,0,0
R539:,    Pin:2, Signal:NetC511_2, Orig_Signal:NetC511_2, NotProbed,R,RES,0,0
R540:,    Pin:1, Signal:NetD510_K, Orig_Signal:NetD510_K, NotProbed,R,RES,0,0
R540:,    Pin:2, Signal:NetR540_2, Orig_Signal:NetR540_2, NotProbed,R,RES,0,0
R541:,    Pin:2, Signal:NetR541_2, Orig_Signal:NetR541_2, NotProbed,R,RES,0,0
R541:,    Pin:1, Signal:NetR540_2, Orig_Signal:NetR540_2, NotProbed,R,RES,0,0
R542:,    Pin:2, Signal:NetD511_K, Orig_Signal:NetD511_K, Probed,R,RES,0,0
R542:,    Pin:1, Signal:NetR541_2, Orig_Signal:NetR541_2, NotProbed,R,RES,0,0
R543:,    Pin:2, Signal:NetC511_2, Orig_Signal:NetC511_2, NotProbed,R,RES,0,0
R543:,    Pin:1, Signal:NetD511_K, Orig_Signal:NetD511_K, Probed,R,RES,0,0
R544:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R544:,    Pin:2, Signal:ID1, Orig_Signal:ID1, Probed,R,RES,0,0
R545:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R545:,    Pin:2, Signal:ID2, Orig_Signal:ID2, Probed,R,RES,0,0
R546:,    Pin:1, Signal:NetQ504_G, Orig_Signal:NetQ504_G, Probed,R,RES,0,0
R546:,    Pin:2, Signal:NetC511_2, Orig_Signal:NetC511_2, NotProbed,R,RES,0,0
R547:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed,R,RES,0,0
R547:,    Pin:1, Signal:NetQ504_D, Orig_Signal:NetQ504_D, Probed,R,RES,0,0
R548:,    Pin:2, Signal:NetC511_2, Orig_Signal:NetC511_2, NotProbed,R,RES,0,0
R548:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R549:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,R,RES,0,0
R549:,    Pin:2, Signal:NetC511_2, Orig_Signal:NetC511_2, NotProbed,R,RES,0,0
R550:,    Pin:1, Signal:NetC518_2, Orig_Signal:NetC518_2, NotProbed,R,RES,0,0
