ID,PIN,Signal,Signal,Probe
R515:,    Pin:2, Signal:NetFB502_1, Orig_Signal:NetFB502_1, Probed
R514:,    Pin:1, Signal:NetC504_2, Orig_Signal:NetC504_2, NotProbed
R514:,    Pin:2, Signal:NetFB502_2, Orig_Signal:NetFB502_2, Probed
R513:,    Pin:1, Signal:NetFB502_1, Orig_Signal:NetFB502_1, Probed
R513:,    Pin:2, Signal:NetC503_1, Orig_Signal:NetC503_1, NotProbed
R512:,    Pin:1, Signal:NetR511_2, Orig_Signal:NetR511_2, NotProbed
R512:,    Pin:2, Signal:NetC503_2, Orig_Signal:NetC503_2, NotProbed
R511:,    Pin:1, Signal:NetR510_2, Orig_Signal:NetR510_2, NotProbed
R511:,    Pin:2, Signal:NetR511_2, Orig_Signal:NetR511_2, NotProbed
R510:,    Pin:1, Signal:L2_N_1, Orig_Signal:L2/N-1, Probed
R510:,    Pin:2, Signal:NetR510_2, Orig_Signal:NetR510_2, NotProbed
R509:,    Pin:1, Signal:NetC503_2, Orig_Signal:NetC503_2, NotProbed
R509:,    Pin:2, Signal:NetC502_2, Orig_Signal:NetC502_2, NotProbed
R508:,    Pin:1, Signal:NetFB501_1, Orig_Signal:NetFB501_1, Probed
R508:,    Pin:2, Signal:NetC502_1, Orig_Signal:NetC502_1, NotProbed
R507:,    Pin:1, Signal:NetR506_2, Orig_Signal:NetR506_2, NotProbed
R507:,    Pin:2, Signal:NetC502_2, Orig_Signal:NetC502_2, NotProbed
R506:,    Pin:1, Signal:NetR505_2, Orig_Signal:NetR505_2, NotProbed
R506:,    Pin:2, Signal:NetR506_2, Orig_Signal:NetR506_2, NotProbed
R504:,    Pin:1, Signal:NetR504_1, Orig_Signal:NetR504_1, Probed
R504:,    Pin:2, Signal:NetR503_1, Orig_Signal:NetR503_1, Probed
R324:,    Pin:1, Signal:SWCLK, Orig_Signal:SWCLK, NotProbed
R324:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed
R323:,    Pin:1, Signal:SWDIO, Orig_Signal:SWDIO, NotProbed
R323:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed
R322:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed
R322:,    Pin:2, Signal:DEBUG_RX, Orig_Signal:DEBUG_RX, Probed
R321:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed
R321:,    Pin:2, Signal:DEBUG_TX, Orig_Signal:DEBUG_TX, Probed
R320:,    Pin:1, Signal:WDI, Orig_Signal:WDI, NotProbed
R320:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed
R319:,    Pin:1, Signal:NetC311_1, Orig_Signal:NetC311_1, NotProbed
R319:,    Pin:2, Signal:NetC310_1, Orig_Signal:NetC310_1, NotProbed
R318:,    Pin:1, Signal:STM_RX_TMS_TX, Orig_Signal:STM_RX-TMS_TX, Probed
R318:,    Pin:2, Signal:NetR318_2, Orig_Signal:NetR318_2, Probed
R317:,    Pin:1, Signal:STM_TX_TMS_RX, Orig_Signal:STM_TX-TMS_RX, Probed
R317:,    Pin:2, Signal:NetR317_2, Orig_Signal:NetR317_2, Probed
R316:,    Pin:1, Signal:NetR316_1, Orig_Signal:NetR316_1, Probed
R316:,    Pin:2, Signal:HALO_BYPASS, Orig_Signal:HALO_BYPASS, Probed
R315:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
R315:,    Pin:2, Signal:NetQ302_G, Orig_Signal:NetQ302_G, NotProbed
R314:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
R314:,    Pin:2, Signal:NetQ301_G, Orig_Signal:NetQ301_G, NotProbed
R313:,    Pin:1, Signal:NetQ301_G, Orig_Signal:NetQ301_G, NotProbed
R313:,    Pin:2, Signal:LED2, Orig_Signal:LED2, NotProbed
R312:,    Pin:1, Signal:NetQ302_G, Orig_Signal:NetQ302_G, NotProbed
R312:,    Pin:2, Signal:LED1, Orig_Signal:LED1, NotProbed
R311:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed
R311:,    Pin:2, Signal:NetLD302_AN, Orig_Signal:NetLD302_AN, Probed
R310:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed
R310:,    Pin:2, Signal:NetLD301_AN, Orig_Signal:NetLD301_AN, Probed
R207:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
R207:,    Pin:2, Signal:NetD204_3, Orig_Signal:NetD204_3, NotProbed
R206:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
R206:,    Pin:2, Signal:NetD204_3, Orig_Signal:NetD204_3, NotProbed
R205:,    Pin:1, Signal:NetD203_CAT, Orig_Signal:NetD203_CAT, NotProbed
R205:,    Pin:2, Signal:PROX_SNS, Orig_Signal:PROX_SNS, Probed
R202:,    Pin:1, Signal:NetR202_1, Orig_Signal:NetR202_1, Probed
R202:,    Pin:2, Signal:NetR201_1, Orig_Signal:NetR201_1, Probed
Q504:,    Pin:1, Signal:NetQ504_D, Orig_Signal:NetQ504_D, Probed
Q504:,    Pin:2, Signal:NetQ504_G, Orig_Signal:NetQ504_G, Probed
Q504:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed
Q503:,    Pin:1, Signal:NetQ503_D, Orig_Signal:NetQ503_D, Probed
Q503:,    Pin:2, Signal:NetQ503_G, Orig_Signal:NetQ503_G, Probed
Q503:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed
Q502:,    Pin:1, Signal:NetQ502_D, Orig_Signal:NetQ502_D, Probed
Q502:,    Pin:2, Signal:NetC506_2, Orig_Signal:NetC506_2, NotProbed
Q502:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed
Q501:,    Pin:1, Signal:NetQ501_D, Orig_Signal:NetQ501_D, Probed
Q501:,    Pin:2, Signal:NetC506_2, Orig_Signal:NetC506_2, NotProbed
Q501:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed
LD302:,    Pin:1, Signal:UNCONNECTED_77, Orig_Signal:UNCONNECTED_77, NotProbed
LD302:,    Pin:2, Signal:NetLD302_AN, Orig_Signal:NetLD302_AN, Probed
LD302:,    Pin:3, Signal:NetLD302_CAT, Orig_Signal:NetLD302_CAT, Probed
LD301:,    Pin:1, Signal:UNCONNECTED_78, Orig_Signal:UNCONNECTED_78, NotProbed
LD301:,    Pin:2, Signal:NetLD301_AN, Orig_Signal:NetLD301_AN, Probed
LD301:,    Pin:3, Signal:NetLD301_CAT, Orig_Signal:NetLD301_CAT, Probed
FB601:,    Pin:1, Signal:P12V, Orig_Signal:+12V, Probed
FB601:,    Pin:2, Signal:12V_A, Orig_Signal:12V_A, NotProbed
FB502:,    Pin:1, Signal:NetFB502_1, Orig_Signal:NetFB502_1, Probed
FB502:,    Pin:2, Signal:NetFB502_2, Orig_Signal:NetFB502_2, Probed
FB501:,    Pin:1, Signal:NetFB501_1, Orig_Signal:NetFB501_1, Probed
FB501:,    Pin:2, Signal:NetFB501_2, Orig_Signal:NetFB501_2, Probed
FB301:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed
FB301:,    Pin:2, Signal:NetC309_1, Orig_Signal:NetC309_1, NotProbed
D512:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
D512:,    Pin:2, Signal:NetD509_1, Orig_Signal:NetD509_1, NotProbed
D510:,    Pin:1, Signal:L2_N_2, Orig_Signal:L2/N-2, NotProbed
D510:,    Pin:2, Signal:NetD510_K, Orig_Signal:NetD510_K, NotProbed
D509:,    Pin:1, Signal:NetD509_1, Orig_Signal:NetD509_1, NotProbed
D509:,    Pin:2, Signal:P12V, Orig_Signal:+12V, Probed
D509:,    Pin:3, Signal:NetC511_2, Orig_Signal:NetC511_2, NotProbed
D508:,    Pin:1, Signal:L1_2, Orig_Signal:L1-2, Probed
D508:,    Pin:2, Signal:NetD508_K, Orig_Signal:NetD508_K, NotProbed
D507:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
D507:,    Pin:2, Signal:NetD507_K, Orig_Signal:NetD507_K, NotProbed
D507:,    Pin:3, Signal:UNCONNECTED_79, Orig_Signal:UNCONNECTED_79, NotProbed
D506:,    Pin:1, Signal:L2_N_1, Orig_Signal:L2/N-1, Probed
D506:,    Pin:2, Signal:NetD506_K, Orig_Signal:NetD506_K, NotProbed
D505:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
D505:,    Pin:2, Signal:NetD503_AN, Orig_Signal:NetD503_AN, NotProbed
D505:,    Pin:3, Signal:NetC506_2, Orig_Signal:NetC506_2, NotProbed
D504:,    Pin:1, Signal:L1_1, Orig_Signal:L1-1, Probed
D504:,    Pin:2, Signal:NetD504_K, Orig_Signal:NetD504_K, NotProbed
D503:,    Pin:1, Signal:NetD503_AN, Orig_Signal:NetD503_AN, NotProbed
D503:,    Pin:2, Signal:P12V, Orig_Signal:+12V, Probed
D502:,    Pin:1, Signal:N12V_A, Orig_Signal:-12V_A, Probed
D502:,    Pin:2, Signal:12V_A, Orig_Signal:12V_A, NotProbed
D502:,    Pin:3, Signal:NetC504_2, Orig_Signal:NetC504_2, NotProbed
D501:,    Pin:1, Signal:N12V_A, Orig_Signal:-12V_A, Probed
D501:,    Pin:2, Signal:12V_A, Orig_Signal:12V_A, NotProbed
D501:,    Pin:3, Signal:NetC501_2, Orig_Signal:NetC501_2, NotProbed
D203:,    Pin:1, Signal:NetD203_AN, Orig_Signal:NetD203_AN, NotProbed
D203:,    Pin:2, Signal:NetD203_CAT, Orig_Signal:NetD203_CAT, NotProbed
C617:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C617:,    Pin:2, Signal:1_8V, Orig_Signal:1.8V, Probed
C614:,    Pin:1, Signal:12V_A, Orig_Signal:12V_A, NotProbed
C614:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C613:,    Pin:1, Signal:5V, Orig_Signal:5V, Probed
C613:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C612:,    Pin:1, Signal:12V_A, Orig_Signal:12V_A, NotProbed
C612:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C611:,    Pin:1, Signal:12V_A, Orig_Signal:12V_A, NotProbed
C611:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C610:,    Pin:1, Signal:12V_A, Orig_Signal:12V_A, NotProbed
C610:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C609:,    Pin:1, Signal:12V_A, Orig_Signal:12V_A, NotProbed
C609:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C607:,    Pin:1, Signal:P12V, Orig_Signal:+12V, Probed
C607:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C515:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C515:,    Pin:2, Signal:NetC515_2, Orig_Signal:NetC515_2, NotProbed
C514:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C514:,    Pin:2, Signal:NetC512_1, Orig_Signal:NetC512_1, NotProbed
C513:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C513:,    Pin:2, Signal:NetC511_1, Orig_Signal:NetC511_1, NotProbed
C512:,    Pin:1, Signal:NetC512_1, Orig_Signal:NetC512_1, NotProbed
C512:,    Pin:2, Signal:NetC511_2, Orig_Signal:NetC511_2, NotProbed
C509:,    Pin:1, Signal:ID1, Orig_Signal:ID1, Probed
C509:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C508:,    Pin:1, Signal:5V, Orig_Signal:5V, Probed
C508:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C506:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C506:,    Pin:2, Signal:NetC506_2, Orig_Signal:NetC506_2, NotProbed
C505:,    Pin:1, Signal:5V, Orig_Signal:5V, Probed
C505:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C503:,    Pin:1, Signal:NetC503_1, Orig_Signal:NetC503_1, NotProbed
C503:,    Pin:2, Signal:NetC503_2, Orig_Signal:NetC503_2, NotProbed
C502:,    Pin:1, Signal:NetC502_1, Orig_Signal:NetC502_1, NotProbed
C502:,    Pin:2, Signal:NetC502_2, Orig_Signal:NetC502_2, NotProbed
C501:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C501:,    Pin:2, Signal:NetC501_2, Orig_Signal:NetC501_2, NotProbed
C316:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C316:,    Pin:2, Signal:HALO_BYPASS, Orig_Signal:HALO_BYPASS, Probed
C315:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C315:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed
C314:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C314:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed
C313:,    Pin:1, Signal:NetC303_2, Orig_Signal:NetC303_2, NotProbed
C313:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C312:,    Pin:1, Signal:NetC301_1, Orig_Signal:NetC301_1, NotProbed
C312:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C311:,    Pin:1, Signal:NetC311_1, Orig_Signal:NetC311_1, NotProbed
C311:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C310:,    Pin:1, Signal:NetC310_1, Orig_Signal:NetC310_1, NotProbed
C310:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C309:,    Pin:1, Signal:NetC309_1, Orig_Signal:NetC309_1, NotProbed
C309:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C308:,    Pin:1, Signal:NRST, Orig_Signal:NRST, Probed
C308:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C307:,    Pin:1, Signal:NetC307_1, Orig_Signal:NetC307_1, NotProbed
C307:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C306:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed
C306:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C305:,    Pin:1, Signal:3_3V, Orig_Signal:3.3V, Probed
C305:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C304:,    Pin:1, Signal:NetC303_2, Orig_Signal:NetC303_2, NotProbed
C304:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C303:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C303:,    Pin:2, Signal:NetC303_2, Orig_Signal:NetC303_2, NotProbed
C302:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C302:,    Pin:2, Signal:NetC301_1, Orig_Signal:NetC301_1, NotProbed
C301:,    Pin:1, Signal:NetC301_1, Orig_Signal:NetC301_1, NotProbed
C301:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed
C203:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed
C203:,    Pin:2, Signal:3_3V, Orig_Signal:3.3V, Probed
GFX109:,    Pin:1, Signal:UNCONNECTED_80, Orig_Signal:UNCONNECTED_80, NotProbed
GFX108:,    Pin:1, Signal:UNCONNECTED_81, Orig_Signal:UNCONNECTED_81, NotProbed
GFX107:,    Pin:1, Signal:UNCONNECTED_82, Orig_Signal:UNCONNECTED_82, NotProbed
